order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,delivery_status,shipping_cost
1233,DTDC,TRK5612996508,2023-05-06,2023-05-09,2023-05-10,Delivered,40.27
1234,Ekart,TRK2695826418,2024-02-03,2024-02-07,,Shipped,210.27
1235,Delhivery,TRK6965613087,2023-09-25,2023-09-30,2023-09-29,Delivered,49.64
1237,FedEx India,TRK6123859514,2022-07-17,2022-07-22,2022-07-25,Delivered,88.4
1238,Ekart,TRK3468239484,2024-05-31,2024-06-07,2024-06-09,Delivered,83.25
1239,Ekart,TRK0027300869,2022-09-07,2022-09-13,2022-09-14,Delivered,176.02
1240,Delhivery,TRK6610168311,2022-07-18,2022-07-24,2022-07-26,Delivered,196.57
1241,FedEx India,TRK3950016809,2022-01-24,2022-01-28,2022-01-30,Delivered,81.28
1242,FedEx India,TRK4149150762,2023-05-15,2023-05-21,2023-05-22,Delivered,63.41
1243,BlueDart,TRK8397620534,2022-10-30,2022-11-02,2022-11-05,Delivered,99.57
1244,DTDC,TRK4077794620,2022-04-17,2022-04-20,,Shipped,44.44
1245,BlueDart,TRK7266292508,2024-05-20,2024-05-23,2024-05-25,Delivered,208.88
1246,Ekart,TRK1776029914,2022-10-28,2022-11-04,2022-11-05,Delivered,64.15
1247,DTDC,TRK0688413337,2024-01-16,2024-01-21,,Shipped,164.3
1248,Delhivery,TRK3125523561,2023-05-17,2023-05-24,2023-05-26,Delivered,82.46
1249,Ekart,TRK7817032119,2023-08-15,2023-08-18,2023-08-20,Delivered,58.31
1251,Ekart,TRK2061363852,2023-10-25,2023-10-30,2023-11-01,Delivered,221.06
1252,Delhivery,TRK7789561337,2022-10-24,2022-10-30,,Shipped,150.9
1253,Delhivery,TRK1844490295,2023-06-06,2023-06-09,2023-06-10,Delivered,180.42
1255,DTDC,TRK0264801644,2022-10-30,2022-11-02,,Shipped,79.0
1256,DTDC,TRK0373416781,2023-11-22,2023-11-28,,Shipped,220.75
1257,BlueDart,TRK2778221021,2024-05-16,2024-05-22,2024-05-24,Delivered,52.7
1258,BlueDart,TRK7982134862,2022-04-02,2022-04-09,,Shipped,182.84
1259,DTDC,TRK9857973638,2023-09-14,2023-09-21,2023-09-21,Delivered,90.22
1260,Delhivery,TRK3182856053,2022-11-08,2022-11-12,2022-11-15,Delivered,63.06
1263,FedEx India,TRK9707986617,2022-12-14,2022-12-20,2022-12-21,Delivered,116.42
1264,Delhivery,TRK7067368205,2022-08-21,2022-08-26,2022-08-25,Delivered,186.98
1266,FedEx India,TRK0682122355,2024-05-24,2024-05-30,,Shipped,126.36
1267,FedEx India,TRK2165058714,2023-12-27,2023-12-30,2023-12-31,Delivered,232.5
1270,BlueDart,TRK6921821925,2023-06-05,2023-06-11,2023-06-14,Delivered,53.89
1271,BlueDart,TRK9679089843,2023-01-09,2023-01-15,2023-01-16,Delivered,65.01
1272,DTDC,TRK6998480220,2023-06-05,2023-06-10,2023-06-09,Delivered,144.15
1275,Ekart,TRK5093869484,2023-05-04,2023-05-08,2023-05-11,Delivered,182.95
1276,FedEx India,TRK2495988114,2023-01-19,2023-01-26,,Shipped,193.46
1277,Ekart,TRK5788707152,2022-09-10,2022-09-13,2022-09-13,Delivered,93.4
1280,Ekart,TRK3867673820,2022-02-02,2022-02-06,2022-02-08,Delivered,235.24
1281,Ekart,TRK9746191779,2022-03-16,2022-03-21,2022-03-20,Delivered,222.28
1282,BlueDart,TRK8768299687,2022-06-21,2022-06-25,2022-06-27,Delivered,78.79
1283,DTDC,TRK2258937085,2023-10-22,2023-10-25,2023-10-25,Delivered,64.71
1286,DTDC,TRK8062350405,2024-01-12,2024-01-19,,Shipped,91.42
1287,BlueDart,TRK6695790012,2023-06-27,2023-07-01,,Shipped,195.26
1288,FedEx India,TRK4825544286,2023-10-24,2023-10-30,2023-11-02,Delivered,108.38
1289,BlueDart,TRK7963259423,2023-11-02,2023-11-07,2023-11-08,Delivered,248.71
1290,FedEx India,TRK2894633891,2023-10-30,2023-11-06,2023-11-09,Delivered,229.21
1291,BlueDart,TRK5624152857,2022-02-08,2022-02-11,2022-02-11,Delivered,249.13
1292,Ekart,TRK2562926933,2024-06-21,2024-06-26,2024-06-28,Delivered,41.07
1293,BlueDart,TRK5895138186,2023-06-09,2023-06-15,2023-06-18,Delivered,171.25
1294,BlueDart,TRK5507846850,2022-06-14,2022-06-19,2022-06-19,Delivered,83.41
1296,FedEx India,TRK9574430349,2022-04-25,2022-05-02,,Shipped,238.99
1297,FedEx India,TRK1891179720,2022-12-31,2023-01-06,2023-01-06,Delivered,85.98
1298,DTDC,TRK3859340153,2022-11-03,2022-11-07,2022-11-08,Delivered,218.43
1299,Delhivery,TRK6415471553,2024-04-06,2024-04-11,,Shipped,243.5
1300,FedEx India,TRK1325936781,2023-10-06,2023-10-12,,Shipped,165.42
1301,BlueDart,TRK3675009421,2022-10-20,2022-10-25,,Shipped,97.79
1302,BlueDart,TRK4105276981,2024-01-03,2024-01-09,2024-01-09,Delivered,234.12
1303,BlueDart,TRK9878092704,2023-06-14,2023-06-18,2023-06-21,Delivered,115.03
1304,Delhivery,TRK5238885622,2024-01-02,2024-01-07,2024-01-06,Delivered,44.62
1306,FedEx India,TRK5866059867,2023-01-15,2023-01-18,,Shipped,179.5
1307,Delhivery,TRK8744227585,2024-03-09,2024-03-12,2024-03-14,Delivered,235.99
1310,BlueDart,TRK4859655942,2023-05-13,2023-05-18,,Shipped,150.95
1311,BlueDart,TRK8249116502,2024-06-05,2024-06-08,2024-06-11,Delivered,89.88
1312,DTDC,TRK0002453931,2022-02-05,2022-02-10,,Shipped,151.44
1313,DTDC,TRK3215513055,2022-05-03,2022-05-10,,Shipped,115.37
1314,FedEx India,TRK7083682144,2023-08-12,2023-08-18,2023-08-18,Delivered,163.25
1316,Ekart,TRK4889669972,2024-03-24,2024-03-28,2024-03-29,Delivered,214.52
1318,BlueDart,TRK7367746202,2023-05-19,2023-05-24,2023-05-24,Delivered,150.52
1319,Delhivery,TRK5825431832,2022-02-17,2022-02-20,2022-02-23,Delivered,72.93
1321,DTDC,TRK8123123920,2023-09-16,2023-09-20,2023-09-23,Delivered,222.77
1322,BlueDart,TRK4910601836,2024-02-21,2024-02-25,2024-02-28,Delivered,114.56
1323,Ekart,TRK4723875082,2022-12-03,2022-12-08,2022-12-08,Delivered,222.87
1324,FedEx India,TRK7681722577,2023-02-04,2023-02-10,2023-02-12,Delivered,202.54
1326,FedEx India,TRK5458472629,2024-06-08,2024-06-11,2024-06-12,Delivered,230.11
1327,FedEx India,TRK0529187683,2024-03-02,2024-03-06,,Shipped,51.26
1328,FedEx India,TRK1608271721,2023-07-28,2023-08-04,2023-08-06,Delivered,192.87
1332,FedEx India,TRK7337399205,2024-05-01,2024-05-06,,Shipped,94.98
1333,Ekart,TRK2229993621,2023-07-03,2023-07-09,,Shipped,61.7
1337,FedEx India,TRK6591438823,2022-07-08,2022-07-13,2022-07-16,Delivered,156.43
1338,Ekart,TRK2553983584,2023-02-25,2023-02-28,,Shipped,225.8
1339,Ekart,TRK4617773264,2022-07-08,2022-07-11,2022-07-14,Delivered,160.14
1340,Ekart,TRK3095449791,2022-11-26,2022-12-02,2022-12-03,Delivered,48.62
1342,Ekart,TRK2799702927,2023-09-05,2023-09-11,2023-09-13,Delivered,165.09
1344,Delhivery,TRK1205397871,2023-07-23,2023-07-28,2023-07-31,Delivered,186.53
1346,BlueDart,TRK3752988322,2023-08-26,2023-08-31,,Shipped,146.74
1347,DTDC,TRK0125608320,2024-03-16,2024-03-23,2024-03-23,Delivered,179.45
1348,DTDC,TRK0487978889,2024-05-18,2024-05-23,,Shipped,103.01
1349,FedEx India,TRK7535852386,2023-01-21,2023-01-27,2023-01-29,Delivered,97.02
1351,BlueDart,TRK0030443619,2024-04-13,2024-04-18,2024-04-19,Delivered,224.67
1352,Ekart,TRK9517152391,2022-06-22,2022-06-26,2022-06-29,Delivered,133.95
1353,Delhivery,TRK0292950143,2024-05-12,2024-05-19,,Shipped,210.57
1355,BlueDart,TRK7483093096,2023-07-03,2023-07-10,2023-07-12,Delivered,169.3
1357,Ekart,TRK7139719126,2024-06-20,2024-06-23,2024-06-24,Delivered,223.57
1359,FedEx India,TRK0221321767,2023-12-29,2024-01-03,2024-01-06,Delivered,214.75
1360,BlueDart,TRK2019111661,2022-12-19,2022-12-25,2022-12-27,Delivered,228.24
1361,FedEx India,TRK2201907258,2023-12-12,2023-12-18,2023-12-18,Delivered,81.47
1362,DTDC,TRK7339304936,2022-01-12,2022-01-18,,Shipped,178.39
1363,Delhivery,TRK6538027481,2023-12-23,2023-12-27,2023-12-28,Delivered,116.44
1364,DTDC,TRK2421140868,2024-06-18,2024-06-21,,Shipped,235.33
1366,BlueDart,TRK2509522946,2024-04-14,2024-04-20,2024-04-21,Delivered,171.05
1368,Delhivery,TRK2093556103,2023-04-21,2023-04-26,2023-04-25,Delivered,204.27
1369,Delhivery,TRK9952970137,2024-02-02,2024-02-06,2024-02-08,Delivered,123.43
1370,Delhivery,TRK1243658585,2023-01-03,2023-01-08,2023-01-09,Delivered,239.17
1371,BlueDart,TRK6423041202,2024-01-08,2024-01-11,2024-01-13,Delivered,230.34
1372,Ekart,TRK7061592738,2022-10-16,2022-10-21,2022-10-22,Delivered,241.68
1373,FedEx India,TRK7402990716,2022-01-11,2022-01-15,2022-01-16,Delivered,114.17
1374,BlueDart,TRK6906322481,2022-10-14,2022-10-19,2022-10-21,Delivered,208.3
1375,Delhivery,TRK5542034030,2023-11-09,2023-11-16,,Shipped,240.83
1376,DTDC,TRK1095679756,2022-06-30,2022-07-05,2022-07-07,Delivered,186.86
1378,FedEx India,TRK4915795546,2024-03-14,2024-03-21,2024-03-20,Delivered,157.7
1379,FedEx India,TRK2347124760,2023-12-13,2023-12-16,,Shipped,103.32
1380,BlueDart,TRK1080181030,2024-06-24,2024-06-27,2024-06-30,Delivered,127.65
1381,Ekart,TRK6831764172,2023-10-30,2023-11-03,2023-11-02,Delivered,139.47
1382,Delhivery,TRK6808081571,2022-10-10,2022-10-16,2022-10-19,Delivered,107.42
1384,Delhivery,TRK2901507138,2023-03-08,2023-03-15,2023-03-17,Delivered,162.44
1385,FedEx India,TRK0671307351,2022-12-11,2022-12-18,2022-12-20,Delivered,226.31
1387,DTDC,TRK0458474362,2022-09-16,2022-09-20,2022-09-19,Delivered,180.33
1388,FedEx India,TRK1300962588,2023-10-04,2023-10-11,2023-10-14,Delivered,240.69
1390,BlueDart,TRK5766947031,2022-04-24,2022-05-01,2022-05-02,Delivered,175.71
1391,FedEx India,TRK8053396274,2022-12-09,2022-12-12,2022-12-13,Delivered,118.08
1392,BlueDart,TRK6662159183,2023-09-08,2023-09-15,,Shipped,56.44
1393,DTDC,TRK2700046661,2022-05-10,2022-05-14,2022-05-14,Delivered,49.18
1396,Delhivery,TRK4590110797,2023-10-06,2023-10-09,2023-10-08,Delivered,168.33
1397,DTDC,TRK7140049388,2022-02-26,2022-03-02,2022-03-02,Delivered,237.49
1398,BlueDart,TRK1949053152,2024-02-11,2024-02-17,2024-02-20,Delivered,48.94
1399,DTDC,TRK0499809497,2022-01-14,2022-01-18,2022-01-21,Delivered,157.71
1400,BlueDart,TRK6987313797,2023-10-01,2023-10-05,,Shipped,238.16
1401,Ekart,TRK1669841661,2024-03-15,2024-03-22,2024-03-25,Delivered,84.36
1402,DTDC,TRK2374077943,2022-04-23,2022-04-29,2022-05-02,Delivered,60.86
1404,Ekart,TRK3256238994,2022-09-22,2022-09-28,2022-09-30,Delivered,92.18
1405,FedEx India,TRK9919701426,2022-07-11,2022-07-14,2022-07-17,Delivered,88.84
1406,DTDC,TRK2037087821,2023-08-25,2023-08-28,2023-08-28,Delivered,101.73
1408,DTDC,TRK1602041813,2023-09-12,2023-09-17,2023-09-19,Delivered,98.4
1409,Ekart,TRK5998989721,2023-08-26,2023-08-31,,Shipped,218.13
1411,Delhivery,TRK1708894801,2022-07-27,2022-08-03,,Shipped,80.77
1412,DTDC,TRK8644822175,2022-07-15,2022-07-22,,Shipped,212.29
1413,Ekart,TRK8839785708,2023-09-08,2023-09-14,,Shipped,164.72
1414,Ekart,TRK2004806757,2023-09-26,2023-09-29,2023-10-02,Delivered,139.62
1416,Ekart,TRK1236914961,2022-01-06,2022-01-13,,Shipped,158.96
1417,Ekart,TRK1287942968,2022-08-09,2022-08-16,2022-08-18,Delivered,179.39
1420,FedEx India,TRK8276970409,2022-02-02,2022-02-08,2022-02-11,Delivered,85.62
1421,Ekart,TRK5314196156,2023-10-12,2023-10-17,2023-10-17,Delivered,59.29
1422,Delhivery,TRK0783274883,2022-07-25,2022-07-31,2022-08-02,Delivered,105.3
1423,Delhivery,TRK5651796240,2024-01-08,2024-01-15,2024-01-16,Delivered,42.15
1424,FedEx India,TRK9649668349,2022-01-26,2022-02-01,2022-02-04,Delivered,199.39
1425,FedEx India,TRK6047842170,2024-05-04,2024-05-10,,Shipped,96.34
1426,FedEx India,TRK2851622593,2022-04-26,2022-05-02,2022-05-04,Delivered,180.21
1429,Delhivery,TRK6488208934,2022-05-03,2022-05-06,2022-05-09,Delivered,78.23
1430,Delhivery,TRK8688390624,2023-07-03,2023-07-07,2023-07-07,Delivered,179.65
1431,Delhivery,TRK6728799160,2023-10-16,2023-10-22,2023-10-25,Delivered,143.04
1433,DTDC,TRK9114131935,2022-09-12,2022-09-16,2022-09-18,Delivered,83.64
1435,DTDC,TRK9236133760,2024-03-17,2024-03-24,2024-03-25,Delivered,51.18
1436,DTDC,TRK5230458816,2023-06-08,2023-06-11,2023-06-11,Delivered,148.08
1437,Delhivery,TRK5025447241,2023-05-28,2023-06-04,2023-06-05,Delivered,144.11
1438,Ekart,TRK9165034409,2023-06-24,2023-06-29,,Shipped,205.32
1439,DTDC,TRK6617718249,2022-10-05,2022-10-11,2022-10-12,Delivered,181.91
1440,DTDC,TRK8980880678,2023-10-31,2023-11-06,2023-11-07,Delivered,213.39
1441,BlueDart,TRK2141746813,2024-06-05,2024-06-11,2024-06-14,Delivered,182.17
1442,Delhivery,TRK5926648698,2023-01-24,2023-01-29,2023-01-28,Delivered,218.44
1444,Ekart,TRK9396987486,2022-08-26,2022-09-01,2022-09-03,Delivered,94.84
1445,Delhivery,TRK9415594501,2023-03-16,2023-03-21,2023-03-21,Delivered,243.3
1446,BlueDart,TRK1929207536,2023-05-26,2023-06-01,2023-05-31,Delivered,117.21
1447,Ekart,TRK0511716039,2022-08-30,2022-09-05,2022-09-06,Delivered,80.51
1449,Delhivery,TRK8863653621,2024-03-17,2024-03-21,2024-03-20,Delivered,52.9
1450,DTDC,TRK8945590670,2023-01-05,2023-01-12,2023-01-14,Delivered,133.05
1451,Delhivery,TRK0099424894,2022-12-07,2022-12-10,2022-12-11,Delivered,68.83
1452,FedEx India,TRK2046648966,2024-05-17,2024-05-20,2024-05-23,Delivered,59.46
1456,DTDC,TRK7605642045,2023-05-01,2023-05-04,,Shipped,208.94
1457,Ekart,TRK6577580974,2022-08-23,2022-08-26,,Shipped,89.44
1461,Ekart,TRK5338906235,2024-05-26,2024-05-31,2024-05-30,Delivered,154.12
1462,FedEx India,TRK4662265401,2022-05-13,2022-05-17,2022-05-17,Delivered,189.01
1465,Delhivery,TRK6599530062,2023-08-27,2023-09-02,2023-09-04,Delivered,189.15
1466,BlueDart,TRK2122427677,2022-12-06,2022-12-12,2022-12-15,Delivered,185.29
1467,BlueDart,TRK4625916011,2024-06-08,2024-06-12,2024-06-12,Delivered,82.94
1468,FedEx India,TRK2411584886,2022-03-08,2022-03-14,2022-03-13,Delivered,233.22
1470,Ekart,TRK0080179867,2022-06-28,2022-07-01,2022-07-03,Delivered,49.08
1471,FedEx India,TRK7823129957,2023-12-08,2023-12-12,,Shipped,166.66
1472,Ekart,TRK0472642612,2023-02-02,2023-02-07,2023-02-09,Delivered,229.04
1473,BlueDart,TRK1203843753,2022-03-16,2022-03-22,2022-03-23,Delivered,169.81
1475,Delhivery,TRK6596807852,2022-05-15,2022-05-19,2022-05-21,Delivered,43.98
1476,BlueDart,TRK5482421838,2024-06-07,2024-06-14,2024-06-17,Delivered,130.14
1477,FedEx India,TRK5454006445,2023-12-30,2024-01-03,,Shipped,106.47
1478,BlueDart,TRK4752311232,2022-11-15,2022-11-18,2022-11-19,Delivered,237.86
1479,Ekart,TRK7489791776,2022-10-13,2022-10-19,2022-10-21,Delivered,193.63
1480,BlueDart,TRK3342720388,2023-02-14,2023-02-18,,Shipped,48.43
1482,Delhivery,TRK6217508019,2024-01-26,2024-02-02,2024-02-02,Delivered,228.4
1483,DTDC,TRK6304530693,2022-12-23,2022-12-29,,Shipped,155.45
1485,Delhivery,TRK5882493534,2023-09-27,2023-10-02,,Shipped,208.75
1486,DTDC,TRK0018167784,2022-07-09,2022-07-12,,Shipped,99.33
1487,BlueDart,TRK8165244454,2022-02-15,2022-02-19,2022-02-18,Delivered,99.52
1488,BlueDart,TRK4608385179,2023-07-08,2023-07-12,2023-07-14,Delivered,99.22
1492,DTDC,TRK9378105391,2022-08-02,2022-08-08,2022-08-10,Delivered,126.36
1493,DTDC,TRK2878848699,2023-12-14,2023-12-18,,Shipped,86.55
1495,Ekart,TRK9698829045,2022-04-29,2022-05-05,,Shipped,243.28
1496,Ekart,TRK7927147246,2023-04-24,2023-04-27,2023-04-29,Delivered,200.2
1497,Delhivery,TRK3019864242,2022-09-08,2022-09-13,,Shipped,109.67
1499,Delhivery,TRK3839728339,2022-04-15,2022-04-21,2022-04-21,Delivered,227.79
1500,Ekart,TRK1218706293,2022-06-24,2022-06-30,2022-06-29,Delivered,70.23
1501,Ekart,TRK2880983221,2023-03-29,2023-04-01,2023-03-31,Delivered,226.74
1502,DTDC,TRK0102320018,2023-11-26,2023-12-02,2023-12-05,Delivered,142.36
1504,BlueDart,TRK6766100898,2022-04-19,2022-04-22,2022-04-23,Delivered,137.1
1505,BlueDart,TRK7610814356,2022-01-06,2022-01-10,2022-01-09,Delivered,186.54
1506,Delhivery,TRK1403845319,2022-09-15,2022-09-21,2022-09-24,Delivered,82.55
1507,Delhivery,TRK8074682354,2023-03-09,2023-03-14,2023-03-14,Delivered,160.61
1508,Ekart,TRK6951003076,2023-12-01,2023-12-05,,Shipped,43.51
1510,Ekart,TRK2054596715,2022-02-17,2022-02-24,2022-02-25,Delivered,194.16
1511,BlueDart,TRK0066664110,2023-07-31,2023-08-06,,Shipped,109.48
1513,BlueDart,TRK6541134078,2023-01-03,2023-01-10,2023-01-11,Delivered,79.55
1514,Ekart,TRK5169949708,2022-01-16,2022-01-23,2022-01-23,Delivered,46.73
1515,FedEx India,TRK9058366834,2024-04-15,2024-04-21,2024-04-22,Delivered,126.58
1516,Delhivery,TRK8268999626,2024-06-27,2024-07-02,2024-07-01,Delivered,160.44
1517,BlueDart,TRK9708386888,2022-04-18,2022-04-21,,Shipped,103.96
1518,Ekart,TRK9178791505,2022-04-10,2022-04-15,2022-04-18,Delivered,145.93
1519,Delhivery,TRK9625719760,2024-03-01,2024-03-04,,Shipped,167.43
1520,Delhivery,TRK9320126578,2024-06-26,2024-07-02,,Shipped,202.68
1521,Delhivery,TRK9826041809,2022-01-20,2022-01-26,,Shipped,82.65
1522,Ekart,TRK5217558517,2023-10-19,2023-10-24,,Shipped,141.22
1523,BlueDart,TRK7741274692,2022-08-30,2022-09-04,2022-09-04,Delivered,137.75
1525,BlueDart,TRK1188241996,2023-01-20,2023-01-27,2023-01-30,Delivered,228.94
1526,DTDC,TRK2642229758,2023-10-22,2023-10-27,2023-10-27,Delivered,134.68
1527,DTDC,TRK9170454218,2023-04-01,2023-04-05,,Shipped,60.14
1530,Delhivery,TRK5457056820,2022-12-07,2022-12-12,2022-12-14,Delivered,52.91
1533,Delhivery,TRK9225709001,2023-10-09,2023-10-16,2023-10-16,Delivered,155.88
1534,BlueDart,TRK6356407232,2022-02-24,2022-03-03,,Shipped,196.42
1535,BlueDart,TRK4728289540,2022-04-06,2022-04-13,2022-04-14,Delivered,119.94
1536,BlueDart,TRK0178822473,2022-07-31,2022-08-06,2022-08-09,Delivered,133.33
1537,Delhivery,TRK1261685071,2022-11-17,2022-11-24,2022-11-23,Delivered,143.65
1538,BlueDart,TRK0580119509,2023-09-16,2023-09-23,2023-09-23,Delivered,46.41
1539,FedEx India,TRK2711526105,2023-10-14,2023-10-19,2023-10-20,Delivered,227.42
1540,Delhivery,TRK3709230071,2023-01-05,2023-01-11,2023-01-14,Delivered,201.51
1541,Delhivery,TRK6950074189,2023-06-03,2023-06-06,,Shipped,142.51
1542,FedEx India,TRK4854329876,2024-03-25,2024-03-30,2024-04-01,Delivered,45.87
1544,BlueDart,TRK9893652944,2023-07-24,2023-07-29,,Shipped,191.76
1545,Ekart,TRK7161982734,2023-04-12,2023-04-17,2023-04-18,Delivered,234.9
1546,Ekart,TRK8131045025,2022-12-09,2022-12-14,2022-12-17,Delivered,82.55
1547,DTDC,TRK8963217435,2022-07-16,2022-07-19,2022-07-21,Delivered,219.02
1548,Delhivery,TRK7483526806,2023-05-21,2023-05-24,2023-05-27,Delivered,94.8
1549,Ekart,TRK4860673983,2024-02-01,2024-02-07,2024-02-10,Delivered,224.95
1550,FedEx India,TRK4488384253,2022-03-16,2022-03-20,2022-03-20,Delivered,134.54
1553,Delhivery,TRK6462805507,2023-05-19,2023-05-23,,Shipped,126.24
1556,BlueDart,TRK7406579551,2022-02-01,2022-02-07,,Shipped,205.4
1559,BlueDart,TRK5623920908,2022-04-06,2022-04-13,,Shipped,131.58
1560,Delhivery,TRK5510740913,2022-03-27,2022-03-30,2022-03-29,Delivered,247.87
1561,FedEx India,TRK1117861902,2024-05-01,2024-05-04,2024-05-07,Delivered,176.36
1562,FedEx India,TRK5476022069,2023-07-02,2023-07-09,,Shipped,40.73
1564,Delhivery,TRK5354120122,2023-10-15,2023-10-21,2023-10-20,Delivered,50.29
1565,FedEx India,TRK7595002601,2024-02-07,2024-02-13,2024-02-15,Delivered,180.02
1567,FedEx India,TRK5153259479,2024-03-04,2024-03-09,,Shipped,235.1
1568,BlueDart,TRK5074071732,2024-01-23,2024-01-29,2024-01-31,Delivered,218.74
1569,DTDC,TRK7980595031,2022-05-19,2022-05-24,2022-05-27,Delivered,137.47
1570,Ekart,TRK0064934039,2023-04-10,2023-04-14,2023-04-13,Delivered,62.09
1571,BlueDart,TRK1045203608,2024-02-09,2024-02-16,2024-02-18,Delivered,104.24
1572,FedEx India,TRK9411849135,2024-06-13,2024-06-19,2024-06-19,Delivered,173.51
1573,FedEx India,TRK9928553595,2024-06-10,2024-06-16,,Shipped,186.03
1574,Delhivery,TRK2056100679,2022-05-11,2022-05-14,2022-05-17,Delivered,211.66
1575,Ekart,TRK9006968018,2023-05-06,2023-05-11,2023-05-10,Delivered,243.9
1577,DTDC,TRK6774037842,2022-04-12,2022-04-16,2022-04-19,Delivered,236.09
1578,BlueDart,TRK3394495300,2024-02-21,2024-02-28,2024-03-02,Delivered,76.69
1579,DTDC,TRK6776255032,2023-09-12,2023-09-18,2023-09-19,Delivered,62.23
1581,DTDC,TRK5017365426,2023-09-21,2023-09-26,2023-09-29,Delivered,127.37
1582,Delhivery,TRK2417842902,2022-04-14,2022-04-19,2022-04-22,Delivered,65.34
1584,Ekart,TRK9233451100,2023-07-01,2023-07-04,2023-07-06,Delivered,192.66
1585,FedEx India,TRK9060530886,2023-01-16,2023-01-22,2023-01-23,Delivered,144.82
1586,Ekart,TRK8430211667,2023-06-13,2023-06-18,2023-06-21,Delivered,234.99
1587,Delhivery,TRK3290457598,2024-04-15,2024-04-22,2024-04-23,Delivered,85.39
1588,FedEx India,TRK8759212996,2024-04-08,2024-04-14,,Shipped,166.93
1589,BlueDart,TRK4260336202,2023-05-14,2023-05-17,2023-05-17,Delivered,113.64
1592,DTDC,TRK7558214770,2022-07-20,2022-07-27,,Shipped,82.03
1593,BlueDart,TRK9207115238,2024-05-29,2024-06-04,,Shipped,174.49
1594,BlueDart,TRK0236219215,2022-04-01,2022-04-07,2022-04-09,Delivered,63.51
1595,Delhivery,TRK8189705916,2023-04-27,2023-05-03,2023-05-06,Delivered,160.79
1596,BlueDart,TRK1186385588,2023-11-12,2023-11-16,2023-11-15,Delivered,84.71
1597,Delhivery,TRK1959772168,2023-11-08,2023-11-15,,Shipped,140.46
1598,FedEx India,TRK8005378931,2022-01-31,2022-02-05,2022-02-07,Delivered,151.38
1599,Ekart,TRK8692897284,2022-10-18,2022-10-24,2022-10-25,Delivered,88.75
1600,BlueDart,TRK5401822720,2023-11-20,2023-11-24,2023-11-26,Delivered,184.8
1601,DTDC,TRK0283948232,2024-01-14,2024-01-21,2024-01-22,Delivered,202.87
1604,BlueDart,TRK2041447432,2023-11-03,2023-11-09,,Shipped,145.88
1605,FedEx India,TRK8116599302,2024-04-08,2024-04-15,2024-04-15,Delivered,124.68
1606,Delhivery,TRK0203042322,2022-04-26,2022-05-01,2022-05-02,Delivered,65.67
1609,Delhivery,TRK7752135302,2022-03-08,2022-03-12,2022-03-12,Delivered,68.86
1611,FedEx India,TRK8165064630,2023-06-18,2023-06-24,,Shipped,175.41
1612,FedEx India,TRK0593777569,2022-01-12,2022-01-17,2022-01-16,Delivered,206.58
1614,BlueDart,TRK1983210291,2023-09-11,2023-09-16,2023-09-18,Delivered,118.44
1615,DTDC,TRK6174690298,2024-04-29,2024-05-04,,Shipped,242.74
1616,Ekart,TRK3104384196,2023-12-10,2023-12-16,2023-12-19,Delivered,56.56
1617,Delhivery,TRK6229131670,2024-04-29,2024-05-02,2024-05-02,Delivered,180.56
1621,Delhivery,TRK8056856670,2024-04-16,2024-04-21,,Shipped,83.34
1622,DTDC,TRK6362198655,2023-02-09,2023-02-12,2023-02-11,Delivered,184.89
1623,DTDC,TRK0494440766,2024-02-17,2024-02-20,2024-02-23,Delivered,69.55
1624,FedEx India,TRK3493396504,2022-10-18,2022-10-21,,Shipped,169.97
1625,Ekart,TRK9627322626,2023-02-09,2023-02-13,2023-02-15,Delivered,164.22
1627,FedEx India,TRK1142436258,2022-06-19,2022-06-24,2022-06-26,Delivered,79.16
1628,DTDC,TRK5421880879,2022-05-31,2022-06-04,2022-06-04,Delivered,161.09
1629,FedEx India,TRK9196234199,2022-01-13,2022-01-19,2022-01-21,Delivered,245.06
1630,FedEx India,TRK6433853247,2024-06-01,2024-06-06,2024-06-07,Delivered,43.48
1631,Ekart,TRK2505833343,2022-03-01,2022-03-05,2022-03-08,Delivered,175.08
1633,BlueDart,TRK0311587605,2022-06-04,2022-06-07,,Shipped,52.69
1634,FedEx India,TRK4576947576,2022-09-05,2022-09-10,2022-09-10,Delivered,220.2
1635,Ekart,TRK9453536597,2022-06-28,2022-07-03,,Shipped,170.67
1636,BlueDart,TRK4669861634,2023-11-20,2023-11-27,,Shipped,71.55
1637,FedEx India,TRK2125450809,2023-01-28,2023-02-04,2023-02-03,Delivered,146.04
1638,Delhivery,TRK5948152692,2022-05-05,2022-05-12,2022-05-15,Delivered,174.72
1639,Ekart,TRK5596647213,2023-06-07,2023-06-14,2023-06-14,Delivered,117.64
1640,BlueDart,TRK0742359142,2023-05-08,2023-05-15,2023-05-16,Delivered,207.28
1641,BlueDart,TRK6140489332,2022-07-06,2022-07-09,2022-07-10,Delivered,190.49
1642,BlueDart,TRK6145430796,2023-08-10,2023-08-15,2023-08-17,Delivered,117.58
1644,Delhivery,TRK3731008178,2022-01-24,2022-01-27,2022-01-29,Delivered,100.12
1645,Ekart,TRK5221158718,2023-05-18,2023-05-22,2023-05-23,Delivered,214.76
1646,Delhivery,TRK4523542687,2024-03-22,2024-03-27,,Shipped,127.41
1647,Ekart,TRK4470173208,2022-05-02,2022-05-06,2022-05-05,Delivered,214.41
